Quality;Description
(0.12927031695116753, 'Gubr', 0.6430317848410758, 'Gub', 0.5137614678899083);['deck_SnowCoveredIsland', 'deck_GnottvoldRecluse', 'deck_SnowCoveredForest']
(0.12927031695116753, 'Gubr', 0.6430317848410758, 'Gub', 0.5137614678899083);['deck_GnottvoldRecluse', 'deck_SnowCoveredForest', 'deck_SnowCoveredIsland']
(0.12927031695116753, 'Gubr', 0.6430317848410758, 'Gub', 0.5137614678899083);['deck_SnowCoveredForest', 'deck_GnottvoldRecluse', 'deck_SnowCoveredIsland']
(0.12682695971776625, 'Gubr', 0.6344605475040258, 'Gub', 0.5076335877862596);['deck_GnottvoldRecluse', 'deck_GlitteringFrost']
(0.12682695971776625, 'Gubr', 0.6344605475040258, 'Gub', 0.5076335877862596);['deck_GlitteringFrost', 'deck_GnottvoldRecluse']
(0.12682504676028028, 'UGbr', 0.672566371681416, 'UGr', 0.5457413249211357);['deck_BeholdtheMultiverse', 'deck_IcebindPillar', 'deck_SnowCoveredIsland']
(0.12682504676028028, 'UGbr', 0.672566371681416, 'UGr', 0.5457413249211357);['deck_IcebindPillar', 'deck_BeholdtheMultiverse', 'deck_SnowCoveredIsland']
(0.12585468380025, 'UGwb', 0.6283422459893048, 'Uwb', 0.5024875621890548);['deck_AuguryRaven']
(0.11759288221596642, 'Gubr', 0.678743961352657, 'Gub', 0.5611510791366906);['deck_TheTricksterGodsHeist']
(0.11574013516459558, 'Gwur', 0.6696969696969697, 'Gur', 0.5539568345323741);['deck_IcehideTroll', 'deck_GuardianGladewalker']
(0.11574013516459558, 'Gwur', 0.6696969696969697, 'Gur', 0.5539568345323741);['deck_GuardianGladewalker', 'deck_IcehideTroll']
(0.11417854463615906, 'Gwub', 0.6258064516129033, 'Gub', 0.5116279069767442);['deck_GlitteringFrost', 'deck_LittjaraMirrorlake', 'deck_SculptorofWinter']
(0.11417854463615906, 'Gwub', 0.6258064516129033, 'Gub', 0.5116279069767442);['deck_LittjaraMirrorlake', 'deck_GlitteringFrost', 'deck_SculptorofWinter']
(0.11376691521679094, 'UGbr', 0.6313725490196078, 'UGb', 0.5176056338028169);['deck_ShimmerdriftVale', 'deck_DisdainfulStroke']
(0.11376691521679094, 'UGbr', 0.6313725490196078, 'UGb', 0.5176056338028169);['deck_DisdainfulStroke', 'deck_ShimmerdriftVale']
(0.10963455149501666, 'Gubr', 0.6445182724252492, 'Gub', 0.5348837209302325);['deck_GnottvoldRecluse', 'deck_SnowCoveredIsland', 'deck_SnowCoveredSwamp']
(0.10963455149501666, 'Gubr', 0.6445182724252492, 'Gub', 0.5348837209302325);['deck_SnowCoveredIsland', 'deck_GnottvoldRecluse', 'deck_SnowCoveredSwamp']
(0.10911544850498334, 'Gubr', 0.6046511627906976, 'Gub', 0.4955357142857143);['deck_GlitteringFrost', 'deck_LittjaraMirrorlake', 'deck_PriestoftheHauntedEdge']
(0.10911544850498334, 'Gubr', 0.6046511627906976, 'Gub', 0.4955357142857143);['deck_LittjaraMirrorlake', 'deck_GlitteringFrost', 'deck_PriestoftheHauntedEdge']
(0.10801419965576597, 'Gubr', 0.6481927710843374, 'Gub', 0.5401785714285714);['deck_NarfiBetrayerKing', 'deck_LittjaraMirrorlake']
(0.10801419965576597, 'Gubr', 0.6481927710843374, 'Gub', 0.5401785714285714);['deck_LittjaraMirrorlake', 'deck_NarfiBetrayerKing']
(0.10761361400747593, 'UGbr', 0.6561085972850679, 'UGb', 0.5484949832775919);['deck_ShimmerdriftVale', 'deck_RunAshore']
(0.10761361400747593, 'UGbr', 0.6561085972850679, 'UGb', 0.5484949832775919);['deck_RunAshore', 'deck_ShimmerdriftVale']
(0.10756824656243691, 'Gubr', 0.6259168704156479, 'Gub', 0.518348623853211);['deck_LittjaraMirrorlake', 'deck_HorizonSeeker', 'deck_SnowCoveredForest']
(0.10756824656243691, 'Gubr', 0.6259168704156479, 'Gub', 0.518348623853211);['deck_HorizonSeeker', 'deck_LittjaraMirrorlake', 'deck_SnowCoveredForest']
(0.10581560283687952, 'Gubr', 0.6524822695035462, 'Gub', 0.5466666666666666);['deck_NarfiBetrayerKing', 'deck_IceTunnel', 'deck_SnowCoveredForest']
(0.10581560283687952, 'Gubr', 0.6524822695035462, 'Gub', 0.5466666666666666);['deck_IceTunnel', 'deck_NarfiBetrayerKing', 'deck_SnowCoveredForest']
(0.10468591390349158, 'Gubr', 0.6384479717813051, 'Gub', 0.5337620578778135);['deck_GnottvoldRecluse', 'deck_SnowCoveredIsland']
(0.10468591390349158, 'Gubr', 0.6384479717813051, 'Gub', 0.5337620578778135);['deck_SnowCoveredIsland', 'deck_GnottvoldRecluse']
(0.1035598705501618, 'Gwur', 0.6666666666666666, 'Gur', 0.5631067961165048);['deck_IcebindPillar', 'deck_LittjaraMirrorlake']
(0.1035598705501618, 'Gwur', 0.6666666666666666, 'Gur', 0.5631067961165048);['deck_LittjaraMirrorlake', 'deck_IcebindPillar']
(0.10351170568561874, 'Gwur', 0.6730769230769231, 'Gur', 0.5695652173913044);['deck_MaskedVandal', 'deck_IcebindPillar']
(0.10351170568561874, 'Gwur', 0.6730769230769231, 'Gur', 0.5695652173913044);['deck_IcebindPillar', 'deck_MaskedVandal']
(0.10288584474885842, 'Gubr', 0.628, 'Gur', 0.5251141552511416);['deck_LittjaraMirrorlake', 'deck_FrostBite', 'deck_SnowCoveredMountain']
(0.10288584474885842, 'Gubr', 0.628, 'Gur', 0.5251141552511416);['deck_FrostBite', 'deck_LittjaraMirrorlake', 'deck_SnowCoveredMountain']
(0.10262664165103186, 'Gubr', 0.6538461538461539, 'Gub', 0.551219512195122);['deck_BorealOutrider', 'deck_SpiritoftheAldergard']
(0.10262664165103186, 'Gubr', 0.6538461538461539, 'Gub', 0.551219512195122);['deck_SpiritoftheAldergard', 'deck_BorealOutrider']
(0.10221171370868432, 'Gwub', 0.6467661691542289, 'Gub', 0.5445544554455446);['deck_AvalancheCaller', 'deck_GlitteringFrost', 'deck_SnowCoveredIsland']
(0.10221171370868432, 'Gwub', 0.6467661691542289, 'Gub', 0.5445544554455446);['deck_GlitteringFrost', 'deck_AvalancheCaller', 'deck_SnowCoveredIsland']
(0.10142377874151054, 'Gwub', 0.6386138613861386, 'Gub', 0.5371900826446281);['deck_SnowCoveredForest', 'deck_SkemfarElderhall']
(0.10142377874151054, 'Gwub', 0.6386138613861386, 'Gub', 0.5371900826446281);['deck_SkemfarElderhall', 'deck_SnowCoveredForest']
(0.10134850400337125, 'Gubr', 0.6190476190476191, 'Gub', 0.5176991150442478);['deck_GlitteringFrost', 'deck_MoritteoftheFrost']
(0.10134850400337125, 'Gubr', 0.6190476190476191, 'Gub', 0.5176991150442478);['deck_MoritteoftheFrost', 'deck_GlitteringFrost']
(0.10098039215686272, 'UGwr', 0.6509803921568628, 'UGw', 0.55);['deck_BrokenWings']
(0.09789815206658203, 'BGur', 0.6470588235294118, 'BGu', 0.5491606714628298);['deck_PriestoftheHauntedEdge', 'deck_FeedtheSerpent']
(0.09789815206658203, 'BGur', 0.6470588235294118, 'BGu', 0.5491606714628298);['deck_FeedtheSerpent', 'deck_PriestoftheHauntedEdge']
(0.09775209894375736, 'UGbr', 0.6411483253588517, 'UGb', 0.5433962264150943);['deck_TheThreeSeasons', 'deck_SnowCoveredIsland']
(0.09775209894375736, 'UGbr', 0.6411483253588517, 'UGb', 0.5433962264150943);['deck_SnowCoveredIsland', 'deck_TheThreeSeasons']
(0.09612308153776938, 'Gwub', 0.6355421686746988, 'Gub', 0.5394190871369294);['deck_AvalancheCaller', 'deck_GlitteringFrost']
(0.09612308153776938, 'Gwub', 0.6355421686746988, 'Gub', 0.5394190871369294);['deck_GlitteringFrost', 'deck_AvalancheCaller']
(0.09581050596197227, 'UGbr', 0.6682242990654206, 'UGb', 0.5724137931034483);['deck_MaskedVandal', 'deck_BeholdtheMultiverse', 'deck_ShimmerdriftVale']
(0.09581050596197227, 'UGbr', 0.6682242990654206, 'UGb', 0.5724137931034483);['deck_BeholdtheMultiverse', 'deck_MaskedVandal', 'deck_ShimmerdriftVale']
(0.09520545099505595, 'UGwb', 0.6807511737089202, 'UGb', 0.5855457227138643);['deck_AuguryRaven', 'deck_BeholdtheMultiverse']
(0.09520545099505595, 'UGwb', 0.6807511737089202, 'UGb', 0.5855457227138643);['deck_BeholdtheMultiverse', 'deck_AuguryRaven']
(0.0949908658291797, 'Gwub', 0.6257425742574257, 'Gub', 0.530751708428246);['deck_GlitteringFrost', 'deck_LittjaraMirrorlake']
(0.0949908658291797, 'Gwub', 0.6257425742574257, 'Gub', 0.530751708428246);['deck_LittjaraMirrorlake', 'deck_GlitteringFrost']
(0.0949227373068432, 'BGur', 0.6666666666666666, 'BGr', 0.5717439293598234);['deck_RavenousLindwurm', 'deck_SculptorofWinter']
(0.0949227373068432, 'BGur', 0.6666666666666666, 'BGr', 0.5717439293598234);['deck_SculptorofWinter', 'deck_RavenousLindwurm']
(0.09483122858081772, 'Gubr', 0.6452513966480447, 'Gub', 0.5504201680672269);['deck_SnowCoveredForest', 'deck_IcehideTroll', 'deck_SpiritoftheAldergard']
(0.09483122858081772, 'Gubr', 0.6452513966480447, 'Gub', 0.5504201680672269);['deck_IcehideTroll', 'deck_SnowCoveredForest', 'deck_SpiritoftheAldergard']
(0.09482522203236077, 'Gubr', 0.6986899563318777, 'Gub', 0.6038647342995169);['deck_HaraldKingofSkemfar', 'deck_SnowCoveredIsland']
(0.09482522203236077, 'Gubr', 0.6986899563318777, 'Gub', 0.6038647342995169);['deck_SnowCoveredIsland', 'deck_HaraldKingofSkemfar']
(0.0947426067907996, 'UGbr', 0.6272727272727273, 'UGb', 0.5325301204819277);['deck_WoodlandChasm', 'deck_PilferingHawk']
(0.0947426067907996, 'UGbr', 0.6272727272727273, 'UGb', 0.5325301204819277);['deck_PilferingHawk', 'deck_WoodlandChasm']
(0.09443960843603494, 'Gwur', 0.6529680365296804, 'Gur', 0.5585284280936454);['deck_IcehideTroll', 'deck_GuardianGladewalker', 'deck_SnowCoveredForest']
(0.09443960843603494, 'Gwur', 0.6529680365296804, 'Gur', 0.5585284280936454);['deck_GuardianGladewalker', 'deck_IcehideTroll', 'deck_SnowCoveredForest']
(0.09443960843603494, 'Gwur', 0.6529680365296804, 'Gur', 0.5585284280936454);['deck_SnowCoveredForest', 'deck_IcehideTroll', 'deck_GuardianGladewalker']
(0.09443960843603494, 'Gwur', 0.6529680365296804, 'Gur', 0.5585284280936454);['deck_IcehideTroll', 'deck_SnowCoveredForest', 'deck_GuardianGladewalker']
(0.09413253413253408, 'Gubr', 0.6509090909090909, 'Gub', 0.5567765567765568);['deck_NarfiBetrayerKing', 'deck_IceTunnel']
(0.09413253413253408, 'Gubr', 0.6509090909090909, 'Gub', 0.5567765567765568);['deck_IceTunnel', 'deck_NarfiBetrayerKing']
(0.09397715472481827, 'Gwub', 0.6495327102803738, 'Gub', 0.5555555555555556);['deck_PathtotheWorldTree', 'deck_SculptorofWinter']
(0.09397715472481827, 'Gwub', 0.6495327102803738, 'Gub', 0.5555555555555556);['deck_SculptorofWinter', 'deck_PathtotheWorldTree']
(0.09357953904687288, 'Gubr', 0.6291600633914421, 'Gub', 0.5355805243445693);['deck_GnottvoldRecluse', 'deck_SculptorofWinter']
(0.09357953904687288, 'Gubr', 0.6291600633914421, 'Gub', 0.5355805243445693);['deck_SculptorofWinter', 'deck_GnottvoldRecluse']
(0.09338892796141862, 'UGwb', 0.6621621621621622, 'UGb', 0.5687732342007435);['deck_AuguryRaven', 'deck_BergStrider']
(0.09338892796141862, 'UGwb', 0.6621621621621622, 'UGb', 0.5687732342007435);['deck_BergStrider', 'deck_AuguryRaven']
(0.0929553264604811, 'Gubr', 0.6762886597938145, 'Gub', 0.5833333333333334);['deck_Mistwalker', 'deck_SpiritoftheAldergard']
(0.0929553264604811, 'Gubr', 0.6762886597938145, 'Gub', 0.5833333333333334);['deck_SpiritoftheAldergard', 'deck_Mistwalker']
(0.09280467349181565, 'UGbr', 0.6503267973856209, 'UGb', 0.5575221238938053);['deck_IcebindPillar', 'deck_ShimmerdriftVale']
(0.09280467349181565, 'UGbr', 0.6503267973856209, 'UGb', 0.5575221238938053);['deck_ShimmerdriftVale', 'deck_IcebindPillar']
(0.09273041398099546, 'UGwr', 0.6732673267326733, 'UGw', 0.5805369127516778);['deck_Mistwalker', 'deck_RimewoodFalls']
(0.09273041398099546, 'UGwr', 0.6732673267326733, 'UGw', 0.5805369127516778);['deck_RimewoodFalls', 'deck_Mistwalker']
(0.09216981132075475, 'Gubr', 0.6721698113207547, 'Gub', 0.58);['deck_NarfiBetrayerKing', 'deck_SpiritoftheAldergard']
(0.09216981132075475, 'Gubr', 0.6721698113207547, 'Gub', 0.58);['deck_SpiritoftheAldergard', 'deck_NarfiBetrayerKing']
(0.09156426011264729, 'Gwub', 0.6379928315412187, 'Gub', 0.5464285714285714);['deck_BorealOutrider', 'deck_IcehideTroll']
