Quality;Description
(0.12265549076773563, 'UBG', 0.6268221574344023, 'UB', 0.5041666666666667);['deck_IceTunnel', 'deck_BergStrider', 'deck_PriestoftheHauntedEdge']
(0.12265549076773563, 'UBG', 0.6268221574344023, 'UB', 0.5041666666666667);['deck_BergStrider', 'deck_PriestoftheHauntedEdge', 'deck_IceTunnel']
(0.12265549076773563, 'UBG', 0.6268221574344023, 'UB', 0.5041666666666667);['deck_PriestoftheHauntedEdge', 'deck_BergStrider', 'deck_IceTunnel']
(0.122064683990383, 'UBG', 0.6005747126436781, 'UB', 0.4785100286532951);['deck_BergStrider', 'deck_BindtheMonster']
(0.122064683990383, 'UBG', 0.6005747126436781, 'UB', 0.4785100286532951);['deck_BindtheMonster', 'deck_BergStrider']
(0.12164029823604294, 'UBG', 0.5854700854700855, 'UB', 0.46382978723404256);['deck_BergStrider', 'deck_RaisetheDraugr', 'deck_SnowCoveredSwamp']
(0.12164029823604294, 'UBG', 0.5854700854700855, 'UB', 0.46382978723404256);['deck_RaisetheDraugr', 'deck_BergStrider', 'deck_SnowCoveredSwamp']
(0.12106918238993714, 'UBG', 0.5833333333333334, 'UB', 0.46226415094339623);['deck_ShimmerdriftVale', 'deck_BindtheMonster', 'deck_SnowCoveredIsland']
(0.12106918238993714, 'UBG', 0.5833333333333334, 'UB', 0.46226415094339623);['deck_BindtheMonster', 'deck_ShimmerdriftVale', 'deck_SnowCoveredIsland']
(0.12106918238993714, 'UBG', 0.5833333333333334, 'UB', 0.46226415094339623);['deck_ShimmerdriftVale', 'deck_SnowCoveredIsland', 'deck_BindtheMonster']
(0.12106918238993714, 'UBG', 0.5833333333333334, 'UB', 0.46226415094339623);['deck_SnowCoveredIsland', 'deck_ShimmerdriftVale', 'deck_BindtheMonster']
(0.1201705302424727, 'UGbr', 0.6942446043165468, 'UGb', 0.5740740740740741);['deck_BeholdtheMultiverse', 'deck_TheBearsofLittjara']
(0.1201705302424727, 'UGbr', 0.6942446043165468, 'UGb', 0.5740740740740741);['deck_TheBearsofLittjara', 'deck_BeholdtheMultiverse']
(0.11985849485849492, 'UBG', 0.597972972972973, 'UB', 0.4781144781144781);['deck_BergStrider', 'deck_RaisetheDraugr']
(0.11985849485849492, 'UBG', 0.597972972972973, 'UB', 0.4781144781144781);['deck_RaisetheDraugr', 'deck_BergStrider']
(0.11886067847237036, 'UBG', 0.6372093023255814, 'UB', 0.518348623853211);['deck_PoisontheCup', 'deck_SnowCoveredIsland', 'deck_BergStrider']
(0.11886067847237036, 'UBG', 0.6372093023255814, 'UB', 0.518348623853211);['deck_SnowCoveredIsland', 'deck_PoisontheCup', 'deck_BergStrider']
(0.11864799166570206, 'UBG', 0.5849056603773585, 'UB', 0.4662576687116564);['deck_BergStrider', 'deck_IcebindPillar']
(0.11864799166570206, 'UBG', 0.5849056603773585, 'UB', 0.4662576687116564);['deck_IcebindPillar', 'deck_BergStrider']
(0.11672924488944514, 'BGwu', 0.6382978723404256, 'BGw', 0.5215686274509804);['deck_GlitteringFrost', 'deck_SculptorofWinter']
(0.11672924488944514, 'BGwu', 0.6382978723404256, 'BGw', 0.5215686274509804);['deck_SculptorofWinter', 'deck_GlitteringFrost']
(0.11601460755618809, 'BGwu', 0.6137724550898204, 'BGw', 0.4977578475336323);['deck_GlitteringFrost', 'deck_SnowCoveredForest']
(0.11601460755618809, 'BGwu', 0.6137724550898204, 'BGw', 0.4977578475336323);['deck_SnowCoveredForest', 'deck_GlitteringFrost']
(0.11533132193541173, 'UBG', 0.6280701754385964, 'UB', 0.5127388535031847);['deck_PoisontheCup', 'deck_SnowCoveredIsland', 'deck_SnowCoveredSwamp']
(0.11533132193541173, 'UBG', 0.6280701754385964, 'UB', 0.5127388535031847);['deck_SnowCoveredIsland', 'deck_PoisontheCup', 'deck_SnowCoveredSwamp']
(0.1151586368977674, 'UBG', 0.5608108108108109, 'UB', 0.44565217391304346);['deck_ShimmerdriftVale', 'deck_GrimDraugr', 'deck_SnowCoveredSwamp']
(0.1151586368977674, 'UBG', 0.5608108108108109, 'UB', 0.44565217391304346);['deck_GrimDraugr', 'deck_ShimmerdriftVale', 'deck_SnowCoveredSwamp']
(0.11365772385509232, 'UGbr', 0.6830357142857143, 'UGr', 0.569377990430622);['deck_PathtotheWorldTree', 'deck_MoritteoftheFrost', 'deck_SnowCoveredForest']
(0.11360528360528366, 'UBG', 0.5790598290598291, 'UB', 0.46545454545454545);['deck_ShimmerdriftVale', 'deck_SnowCoveredIsland', 'deck_Mistwalker']
(0.11360528360528366, 'UBG', 0.5790598290598291, 'UB', 0.46545454545454545);['deck_SnowCoveredIsland', 'deck_ShimmerdriftVale', 'deck_Mistwalker']
(0.11354617604617612, 'UBG', 0.5486111111111112, 'UB', 0.43506493506493504);['deck_ShimmerdriftVale', 'deck_JarloftheForsaken']
(0.11354617604617612, 'UBG', 0.5486111111111112, 'UB', 0.43506493506493504);['deck_JarloftheForsaken', 'deck_ShimmerdriftVale']
(0.11344303797468358, 'UGbr', 0.5854430379746836, 'UGb', 0.472);['deck_FrostpeakYeti', 'deck_SnowCoveredIsland', 'deck_AvalancheCaller']
(0.11344303797468358, 'UGbr', 0.5854430379746836, 'UGb', 0.472);['deck_SnowCoveredIsland', 'deck_FrostpeakYeti', 'deck_AvalancheCaller']
(0.11318922305764412, 'UBG', 0.5447368421052632, 'UB', 0.43154761904761907);['deck_ShimmerdriftVale', 'deck_GrimDraugr']
(0.11318922305764412, 'UBG', 0.5447368421052632, 'UB', 0.43154761904761907);['deck_GrimDraugr', 'deck_ShimmerdriftVale']
(0.11231118242682459, 'UBG', 0.5689149560117303, 'UB', 0.45660377358490567);['deck_FrostpeakYeti', 'deck_SnowCoveredIsland', 'deck_SnowCoveredSwamp']
(0.11231118242682459, 'UBG', 0.5689149560117303, 'UB', 0.45660377358490567);['deck_SnowCoveredIsland', 'deck_FrostpeakYeti', 'deck_SnowCoveredSwamp']
(0.11231118242682459, 'UBG', 0.5689149560117303, 'UB', 0.45660377358490567);['deck_FrostpeakYeti', 'deck_SnowCoveredSwamp', 'deck_SnowCoveredIsland']
(0.11231118242682459, 'UBG', 0.5689149560117303, 'UB', 0.45660377358490567);['deck_SnowCoveredSwamp', 'deck_FrostpeakYeti', 'deck_SnowCoveredIsland']
(0.1111865532017623, 'UBG', 0.5674603174603174, 'UB', 0.45627376425855515);['deck_BergStrider', 'deck_SkullRaid', 'deck_SnowCoveredIsland']
(0.1111865532017623, 'UBG', 0.5674603174603174, 'UB', 0.45627376425855515);['deck_SkullRaid', 'deck_BergStrider', 'deck_SnowCoveredIsland']
(0.11031746031746037, 'UBG', 0.5833333333333334, 'UB', 0.473015873015873);['deck_ShimmerdriftVale', 'deck_PriestoftheHauntedEdge']
(0.11031746031746037, 'UBG', 0.5833333333333334, 'UB', 0.473015873015873);['deck_PriestoftheHauntedEdge', 'deck_ShimmerdriftVale']
(0.11022149494477235, 'UBG', 0.5915492957746479, 'UB', 0.48132780082987553);['deck_ShimmerdriftVale', 'deck_WeighDown', 'deck_SnowCoveredSwamp']
(0.11022149494477235, 'UBG', 0.5915492957746479, 'UB', 0.48132780082987553);['deck_WeighDown', 'deck_ShimmerdriftVale', 'deck_SnowCoveredSwamp']
(0.11005323505323511, 'UBG', 0.5608108108108109, 'UB', 0.45075757575757575);['deck_ShimmerdriftVale', 'deck_GrimDraugr', 'deck_SnowCoveredIsland']
(0.11005323505323511, 'UBG', 0.5608108108108109, 'UB', 0.45075757575757575);['deck_GrimDraugr', 'deck_ShimmerdriftVale', 'deck_SnowCoveredIsland']
(0.11005323505323511, 'UBG', 0.5608108108108109, 'UB', 0.45075757575757575);['deck_ShimmerdriftVale', 'deck_SnowCoveredIsland', 'deck_GrimDraugr']
(0.11005323505323511, 'UBG', 0.5608108108108109, 'UB', 0.45075757575757575);['deck_SnowCoveredIsland', 'deck_ShimmerdriftVale', 'deck_GrimDraugr']
(0.10933600713012481, 'UGbr', 0.6424242424242425, 'UGb', 0.5330882352941176);['deck_FrostpeakYeti', 'deck_SnowCoveredIsland', 'deck_ShimmerdriftVale']
(0.10933600713012481, 'UGbr', 0.6424242424242425, 'UGb', 0.5330882352941176);['deck_SnowCoveredIsland', 'deck_FrostpeakYeti', 'deck_ShimmerdriftVale']
(0.10933600713012481, 'UGbr', 0.6424242424242425, 'UGb', 0.5330882352941176);['deck_ShimmerdriftVale', 'deck_SnowCoveredIsland', 'deck_FrostpeakYeti']
(0.10933600713012481, 'UGbr', 0.6424242424242425, 'UGb', 0.5330882352941176);['deck_SnowCoveredIsland', 'deck_ShimmerdriftVale', 'deck_FrostpeakYeti']
(0.10909417685118616, 'UBG', 0.5514018691588785, 'UB', 0.4423076923076923);['deck_ShimmerdriftVale', 'deck_LittjaraKinseekers']
(0.10909417685118616, 'UBG', 0.5514018691588785, 'UB', 0.4423076923076923);['deck_LittjaraKinseekers', 'deck_ShimmerdriftVale']
(0.10879732315998936, 'UGbr', 0.6807817589576547, 'UGr', 0.5719844357976653);['deck_PathtotheWorldTree', 'deck_JasperaSentinel']
(0.10791871493122795, 'UGbr', 0.6155717761557178, 'UGb', 0.5076530612244898);['deck_FrostpeakYeti', 'deck_SnowCoveredIsland', 'deck_BergStrider']
(0.10791871493122795, 'UGbr', 0.6155717761557178, 'UGb', 0.5076530612244898);['deck_SnowCoveredIsland', 'deck_FrostpeakYeti', 'deck_BergStrider']
(0.10742519503848802, 'UBG', 0.5847665847665847, 'UB', 0.4773413897280967);['deck_ShimmerdriftVale', 'deck_WeighDown']
