Quality;Description
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['ChristopherSchindler==1', 'PhilipBilling==1', 'LaurentDepoitre==1', 'MathiasJattahNjieJørgensen==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['ChristopherSchindler==1', 'PhilipBilling==1', 'LaurentDepoitre==1', 'JonasLössl==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'PhilipBilling==1', 'MathiasJattahNjieJørgensen==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'PhilipBilling==1', 'MathiasJattahNjieJørgensen==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'PhilipBilling==1', 'ChristopherSchindler==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'PhilipBilling==1', 'ChristopherSchindler==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'PhilipBilling==1', 'JonasLössl==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'PhilipBilling==1', 'JonasLössl==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'LaurentDepoitre==1', 'MathiasJattahNjieJørgensen==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'LaurentDepoitre==1', 'MathiasJattahNjieJørgensen==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'LaurentDepoitre==1', 'ChristopherSchindler==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'LaurentDepoitre==1', 'ChristopherSchindler==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'LaurentDepoitre==1', 'JonasLössl==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'LaurentDepoitre==1', 'JonasLössl==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'MathiasJattahNjieJørgensen==1', 'PhilipBilling==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'MathiasJattahNjieJørgensen==1', 'PhilipBilling==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'ChristopherSchindler==1', 'PhilipBilling==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'ChristopherSchindler==1', 'PhilipBilling==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'JonasLössl==1', 'PhilipBilling==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'JonasLössl==1', 'PhilipBilling==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['MathiasJattahNjieJørgensen==1', 'LaurentDepoitre==1', 'PhilipBilling==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['MathiasJattahNjieJørgensen==1', 'LaurentDepoitre==1', 'PhilipBilling==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['ChristopherSchindler==1', 'LaurentDepoitre==1', 'PhilipBilling==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['ChristopherSchindler==1', 'LaurentDepoitre==1', 'PhilipBilling==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'MathiasJattahNjieJørgensen==1', 'LaurentDepoitre==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'MathiasJattahNjieJørgensen==1', 'LaurentDepoitre==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'ChristopherSchindler==1', 'LaurentDepoitre==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'ChristopherSchindler==1', 'LaurentDepoitre==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'JonasLössl==1', 'LaurentDepoitre==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'JonasLössl==1', 'LaurentDepoitre==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['MathiasJattahNjieJørgensen==1', 'PhilipBilling==1', 'LaurentDepoitre==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['MathiasJattahNjieJørgensen==1', 'PhilipBilling==1', 'LaurentDepoitre==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['ChristopherSchindler==1', 'PhilipBilling==1', 'LaurentDepoitre==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['ChristopherSchindler==1', 'PhilipBilling==1', 'LaurentDepoitre==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'PhilipBilling==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'PhilipBilling==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'PhilipBilling==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'LaurentDepoitre==1', 'MathiasJattahNjieJørgensen==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'LaurentDepoitre==1', 'ChristopherSchindler==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'LaurentDepoitre==1', 'JonasLössl==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'MathiasJattahNjieJørgensen==1', 'PhilipBilling==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'ChristopherSchindler==1', 'PhilipBilling==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'JonasLössl==1', 'PhilipBilling==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['MathiasJattahNjieJørgensen==1', 'LaurentDepoitre==1', 'PhilipBilling==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['ChristopherSchindler==1', 'LaurentDepoitre==1', 'PhilipBilling==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'MathiasJattahNjieJørgensen==1', 'LaurentDepoitre==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'ChristopherSchindler==1', 'LaurentDepoitre==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'JonasLössl==1', 'LaurentDepoitre==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['MathiasJattahNjieJørgensen==1', 'PhilipBilling==1', 'LaurentDepoitre==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['ChristopherSchindler==1', 'PhilipBilling==1', 'LaurentDepoitre==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['LaurentDepoitre==1', 'PhilipBilling==1']
(0.6391108891108891, '4-2-3-1', 0.25274725274725274, '5-3-2', -0.38636363636363635);['PhilipBilling==1', 'LaurentDepoitre==1']
(0.6323935876174682, '4-4-2', 0.25925925925925924, '4-4-1-1', -0.373134328358209);['DanielAmartey==1', 'ChristianFuchs==1', 'MarcAlbrighton==1', 'KasperSchmeichel==1', 'HarryMaguire==1']
(0.6323935876174682, '4-4-2', 0.25925925925925924, '4-4-1-1', -0.373134328358209);['DanielAmartey==1', 'ChristianFuchs==1', 'MarcAlbrighton==1', 'KasperSchmeichel==1', 'OnyinyeWilfredNdidi==1']
(0.6323935876174682, '4-4-2', 0.25925925925925924, '4-4-1-1', -0.373134328358209);['DanielAmartey==1', 'ChristianFuchs==1', 'MarcAlbrighton==1', 'HarryMaguire==1', 'KasperSchmeichel==1']
(0.6323935876174682, '4-4-2', 0.25925925925925924, '4-4-1-1', -0.373134328358209);['DanielAmartey==1', 'ChristianFuchs==1', 'MarcAlbrighton==1', 'HarryMaguire==1', 'OnyinyeWilfredNdidi==1']
(0.6323935876174682, '4-4-2', 0.25925925925925924, '4-4-1-1', -0.373134328358209);['DanielAmartey==1', 'ChristianFuchs==1', 'MarcAlbrighton==1', 'OnyinyeWilfredNdidi==1', 'KasperSchmeichel==1']
(0.6323935876174682, '4-4-2', 0.25925925925925924, '4-4-1-1', -0.373134328358209);['DanielAmartey==1', 'ChristianFuchs==1', 'MarcAlbrighton==1', 'OnyinyeWilfredNdidi==1', 'HarryMaguire==1']
(0.6323935876174682, '4-4-2', 0.25925925925925924, '4-4-1-1', -0.373134328358209);['DanielAmartey==1', 'ChristianFuchs==1', 'MarcAlbrighton==1', 'KasperSchmeichel==1']
(0.6323935876174682, '4-4-2', 0.25925925925925924, '4-4-1-1', -0.373134328358209);['DanielAmartey==1', 'ChristianFuchs==1', 'MarcAlbrighton==1', 'HarryMaguire==1']
(0.6323935876174682, '4-4-2', 0.25925925925925924, '4-4-1-1', -0.373134328358209);['DanielAmartey==1', 'ChristianFuchs==1', 'MarcAlbrighton==1', 'OnyinyeWilfredNdidi==1']
(0.6323935876174682, '4-4-2', 0.25925925925925924, '4-4-1-1', -0.373134328358209);['DanielAmartey==1', 'ChristianFuchs==1', 'MarcAlbrighton==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'JackButland==1', 'KurtHappyZouma==1', 'JoeAllen==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'JackButland==1', 'JoeAllen==1', 'KurtHappyZouma==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'JackButland==1', 'KurtHappyZouma==1', 'JoeAllen==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'JackButland==1', 'JoeAllen==1', 'KurtHappyZouma==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'KurtHappyZouma==1', 'JackButland==1', 'JoeAllen==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'KurtHappyZouma==1', 'JoeAllen==1', 'JackButland==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'JoeAllen==1', 'JackButland==1', 'KurtHappyZouma==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'JoeAllen==1', 'KurtHappyZouma==1', 'JackButland==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'KurtHappyZouma==1', 'JackButland==1', 'JoeAllen==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'KurtHappyZouma==1', 'JoeAllen==1', 'JackButland==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'JoeAllen==1', 'JackButland==1', 'KurtHappyZouma==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'JoeAllen==1', 'KurtHappyZouma==1', 'JackButland==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JoeAllen==1', 'JeanEricMaximChoupoMoting==1', 'JackButland==1', 'KurtHappyZouma==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JoeAllen==1', 'JeanEricMaximChoupoMoting==1', 'KurtHappyZouma==1', 'JackButland==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JoeAllen==1', 'MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'JackButland==1', 'KurtHappyZouma==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JoeAllen==1', 'MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'KurtHappyZouma==1', 'JackButland==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'JackButland==1', 'KurtHappyZouma==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'JackButland==1', 'JoeAllen==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'JackButland==1', 'KurtHappyZouma==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'JackButland==1', 'JoeAllen==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'KurtHappyZouma==1', 'JackButland==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'KurtHappyZouma==1', 'JoeAllen==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'JoeAllen==1', 'JackButland==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JeanEricMaximChoupoMoting==1', 'JoeAllen==1', 'KurtHappyZouma==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'KurtHappyZouma==1', 'JackButland==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'KurtHappyZouma==1', 'JoeAllen==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'JoeAllen==1', 'JackButland==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['JeanEricMaximChoupoMoting==1', 'MameBiramDiouf==1', 'JoeAllen==1', 'KurtHappyZouma==1']
(0.6285714285714286, '4-3-3', 0.42857142857142855, '4-2-3-1', -0.2);['MameBiramDiouf==1', 'JoeAllen==1', 'JeanEricMaximChoupoMoting==1', 'JackButland==1']
